"item","detail"
"http://www.wikidata.org/entity/Q561283","bladder cancer"
"http://www.wikidata.org/entity/Q710427","asphyxia"
"http://www.wikidata.org/entity/Q770625","cancer"
"http://www.wikidata.org/entity/Q930286","heart failure"
"http://www.wikidata.org/entity/Q1115404","cancer"
"http://www.wikidata.org/entity/Q433471","cerebrovascular disease"
"http://www.wikidata.org/entity/Q381238","exsanguination"
"http://www.wikidata.org/entity/Q449536","lung cancer"
"http://www.wikidata.org/entity/Q1743855","heart failure"
"http://www.wikidata.org/entity/Q1863438","cancer"
"http://www.wikidata.org/entity/Q2455247","asphyxia"
"http://www.wikidata.org/entity/Q2595809","lung cancer"
"http://www.wikidata.org/entity/Q6209452","bladder cancer"
"http://www.wikidata.org/entity/Q7346973","asphyxia"
"http://www.wikidata.org/entity/Q1711718","Phthisis"
"http://www.wikidata.org/entity/Q2591295","Merkel cell carcinoma"
"http://www.wikidata.org/entity/Q380395","tuberculosis"
"http://www.wikidata.org/entity/Q433471","stroke"
"http://www.wikidata.org/entity/Q460922","stroke"
"http://www.wikidata.org/entity/Q379956","cyanide poisoning"
"http://www.wikidata.org/entity/Q1374536","arsenic poisoning"
"http://www.wikidata.org/entity/Q421775","plague"
"http://www.wikidata.org/entity/Q5406329","stroke"
"http://www.wikidata.org/entity/Q6867898","illness"
"http://www.wikidata.org/entity/Q980087","car collision"
"http://www.wikidata.org/entity/Q6873565","falling"
"http://www.wikidata.org/entity/Q593879","surgical complications"
"http://www.wikidata.org/entity/Q703660","surgical complications"
"http://www.wikidata.org/entity/Q2638519","typhoid fever"
"http://www.wikidata.org/entity/Q3351266","aneurysm"
"http://www.wikidata.org/entity/Q4661858","liver cancer"
"http://www.wikidata.org/entity/Q5134058","liver cancer"
"http://www.wikidata.org/entity/Q6780418","typhoid fever"
"http://www.wikidata.org/entity/Q1230528","aortic aneurysm"
"http://www.wikidata.org/entity/Q724860","prostate cancer"
"http://www.wikidata.org/entity/Q355566","Patatús (heatstroke, heart attack) from the installation Naco Modern"
"http://www.wikidata.org/entity/Q1896384","obstetric labor complication"
"http://www.wikidata.org/entity/Q8018669","traffic collision"
"http://www.wikidata.org/entity/Q711906","hepatitis"
"http://www.wikidata.org/entity/Q471147","smoke inhalation injury"
"http://www.wikidata.org/entity/Q2741987","myocardial infarction"
"http://www.wikidata.org/entity/Q7086910","myocardial infarction"
"http://www.wikidata.org/entity/Q541671","pneumonia"
"http://www.wikidata.org/entity/Q918620","pneumonia"
"http://www.wikidata.org/entity/Q618237","smallpox"
"http://www.wikidata.org/entity/Q952233","death from AIDS-related complications"
"http://www.wikidata.org/entity/Q2831132","smallpox"
"http://www.wikidata.org/entity/Q6153595","pneumonia"
"http://www.wikidata.org/entity/Q6989468","pneumonia"
"http://www.wikidata.org/entity/Q541831","ovarian cancer"
"http://www.wikidata.org/entity/Q2216478","kidney failure"
"http://www.wikidata.org/entity/Q154448","cancer"
"http://www.wikidata.org/entity/Q116418","disease"
"http://www.wikidata.org/entity/Q265131","cancer"
"http://www.wikidata.org/entity/Q365304","asphyxia"
"http://www.wikidata.org/entity/Q453883","heart failure"
"http://www.wikidata.org/entity/Q555224","cancer"
"http://www.wikidata.org/entity/Q323505","kidney disease"
"http://www.wikidata.org/entity/Q720832","cancer"
"http://www.wikidata.org/entity/Q279088","cerebrovascular disease"
"http://www.wikidata.org/entity/Q1147721","cancer"
"http://www.wikidata.org/entity/Q732468","exsanguination"
"http://www.wikidata.org/entity/Q652548","lung cancer"
"http://www.wikidata.org/entity/Q238364","Parkinson's disease"
"http://www.wikidata.org/entity/Q156736","Alzheimer's disease"
"http://www.wikidata.org/entity/Q320327","Alzheimer's disease"
"http://www.wikidata.org/entity/Q218960","tuberculosis"
"http://www.wikidata.org/entity/Q442844","cholera"
"http://www.wikidata.org/entity/Q482193","tuberculosis"
"http://www.wikidata.org/entity/Q153104","stroke"
"http://www.wikidata.org/entity/Q242130","fall"
"http://www.wikidata.org/entity/Q1699205","tuberculosis"
"http://www.wikidata.org/entity/Q544899","respiratory failure"
"http://www.wikidata.org/entity/Q2038439","tuberculosis"
"http://www.wikidata.org/entity/Q2871088","tuberculosis"
"http://www.wikidata.org/entity/Q120993","poisoning"
"http://www.wikidata.org/entity/Q325568","meningitis"
"http://www.wikidata.org/entity/Q250293","lymphoma"
"http://www.wikidata.org/entity/Q3741711","poison"
"http://www.wikidata.org/entity/Q212476","dysentery"
"http://www.wikidata.org/entity/Q212476","malaria"
"http://www.wikidata.org/entity/Q369521","leishmaniasis"
"http://www.wikidata.org/entity/Q850329","liver cirrhosis"
"http://www.wikidata.org/entity/Q120993","tuberculous meningitis"
"http://www.wikidata.org/entity/Q25711728","influenza"
"http://www.wikidata.org/entity/Q130777","prostate cancer"
"http://www.wikidata.org/entity/Q664268","traffic collision"
"http://www.wikidata.org/entity/Q152797","horse fall"
"http://www.wikidata.org/entity/Q184212","osteoarticular tuberculosis"
"http://www.wikidata.org/entity/Q3056824","cerebral hemorrhage"
"http://www.wikidata.org/entity/Q152176","myocardial infarction"
"http://www.wikidata.org/entity/Q154335","myocardial infarction"
"http://www.wikidata.org/entity/Q310025","myocardial infarction"
"http://www.wikidata.org/entity/Q315015","myocardial infarction"
"http://www.wikidata.org/entity/Q233088","cardiac arrest"
"http://www.wikidata.org/entity/Q2061583","myocardial infarction"
"http://www.wikidata.org/entity/Q2642427","CaVe"
"http://www.wikidata.org/entity/Q22236550","traffic collision"
"http://www.wikidata.org/entity/Q5599","heart failure"
"http://www.wikidata.org/entity/Q5597","heart failure"
"http://www.wikidata.org/entity/Q944962","pneumonia"
"http://www.wikidata.org/entity/Q981304","pneumonia"
"http://www.wikidata.org/entity/Q2762575","pneumonia"
"http://www.wikidata.org/entity/Q3502230","pneumonia"
"http://www.wikidata.org/entity/Q1353482","atherosclerosis"
"http://www.wikidata.org/entity/Q3394913","atherosclerosis"
"http://www.wikidata.org/entity/Q5679","sepsis"
"http://www.wikidata.org/entity/Q41402","stroke"
"http://www.wikidata.org/entity/Q440922","arteriosclerosis"
"http://www.wikidata.org/entity/Q44007","scleroderma"
"http://www.wikidata.org/entity/Q893716","kidney failure"
"http://www.wikidata.org/entity/Q47551","plague"
"http://www.wikidata.org/entity/Q25591768","myocardial infarction"
"http://www.wikidata.org/entity/Q1402","edema"
"http://www.wikidata.org/entity/Q107647521","aviation accident"
"http://www.wikidata.org/entity/Q5879","myocardial infarction"
"http://www.wikidata.org/entity/Q7742","gangrene"
"http://www.wikidata.org/entity/Q9711","gangrene"
"http://www.wikidata.org/entity/Q7732","decapitation"
"http://www.wikidata.org/entity/Q133855","1918-1920 flu pandemic"
"http://www.wikidata.org/entity/Q121903","cancer"
"http://www.wikidata.org/entity/Q7738","smallpox"
"http://www.wikidata.org/entity/Q192720","cancer"
"http://www.wikidata.org/entity/Q217434","pancreatic cancer"
"http://www.wikidata.org/entity/Q271884","pulmonary emphysema"
"http://www.wikidata.org/entity/Q233207","disease"
"http://www.wikidata.org/entity/Q367973","cancer"
"http://www.wikidata.org/entity/Q469449","cancer"
"http://www.wikidata.org/entity/Q560792","disease"
"http://www.wikidata.org/entity/Q627132","disease"
"http://www.wikidata.org/entity/Q203371","epidemic"
"http://www.wikidata.org/entity/Q154782","lung cancer"
"http://www.wikidata.org/entity/Q1948749","1918-1920 flu pandemic"
"http://www.wikidata.org/entity/Q1263693","lung cancer"
"http://www.wikidata.org/entity/Q132305","Alzheimer's disease"
"http://www.wikidata.org/entity/Q4889934","cancer"
"http://www.wikidata.org/entity/Q4964433","pancreatic cancer"
"http://www.wikidata.org/entity/Q5942577","pancreatic cancer"
"http://www.wikidata.org/entity/Q6749504","cancer"
"http://www.wikidata.org/entity/Q7317496","disease"
"http://www.wikidata.org/entity/Q134741","sepsis"
"http://www.wikidata.org/entity/Q347699","sepsis"
"http://www.wikidata.org/entity/Q76718","tuberculosis"
"http://www.wikidata.org/entity/Q152233","tuberculosis"
"http://www.wikidata.org/entity/Q166585","tuberculosis"
"http://www.wikidata.org/entity/Q188965","tuberculosis"
"http://www.wikidata.org/entity/Q223274","tuberculosis"
"http://www.wikidata.org/entity/Q363823","cholera"
"http://www.wikidata.org/entity/Q639413","tuberculosis"
"http://www.wikidata.org/entity/Q83155","stroke"
"http://www.wikidata.org/entity/Q123806","fall"
"http://www.wikidata.org/entity/Q126506","stroke"
"http://www.wikidata.org/entity/Q12044185","cancer"
"http://www.wikidata.org/entity/Q147144","complication"
"http://www.wikidata.org/entity/Q207298","killed in action"
"http://www.wikidata.org/entity/Q151580","cardiovascular disease"
"http://www.wikidata.org/entity/Q155626","cardiovascular disease"
"http://www.wikidata.org/entity/Q732618","typhus"
"http://www.wikidata.org/entity/Q935877","lung disease"
"http://www.wikidata.org/entity/Q79067","respiratory disease"
"http://www.wikidata.org/entity/Q118798","ulcer"
"http://www.wikidata.org/entity/Q253875","puerperal disorders"
"http://www.wikidata.org/entity/Q1948749","influenza"
"http://www.wikidata.org/entity/Q154338","plague"
"http://www.wikidata.org/entity/Q203306","plague"
"http://www.wikidata.org/entity/Q217816","plague"
"http://www.wikidata.org/entity/Q240737","plague"
"http://www.wikidata.org/entity/Q248615","plague"
"http://www.wikidata.org/entity/Q309635","plague"
"http://www.wikidata.org/entity/Q2575649","esophageal cancer"
"http://www.wikidata.org/entity/Q1288135","Bombing of Berlin in World War II"
"http://www.wikidata.org/entity/Q4775574","fall"
"http://www.wikidata.org/entity/Q18526619","cancer"
"http://www.wikidata.org/entity/Q6765943","stroke"
"http://www.wikidata.org/entity/Q22235729","heart failure"
"http://www.wikidata.org/entity/Q77107","syphilis"
"http://www.wikidata.org/entity/Q68476","edema"
"http://www.wikidata.org/entity/Q277738","edema"
"http://www.wikidata.org/entity/Q336028","syphilis"
"http://www.wikidata.org/entity/Q164823","death by burning"
"http://www.wikidata.org/entity/Q356537","aneurysm"
"http://www.wikidata.org/entity/Q380723","drowning"
"http://www.wikidata.org/entity/Q585067","typhoid fever"
"http://www.wikidata.org/entity/Q13533356","esophageal cancer"
"http://www.wikidata.org/entity/Q2282231","drowning"
"http://www.wikidata.org/entity/Q15063118","tuberculosis"
"http://www.wikidata.org/entity/Q2980574","typhoid fever"
"http://www.wikidata.org/entity/Q4890128","drowning"
"http://www.wikidata.org/entity/Q18636937","tuberculosis"
"http://www.wikidata.org/entity/Q6225341","edema"
"http://www.wikidata.org/entity/Q60809","Covid 19"
"http://www.wikidata.org/entity/Q22019204","tuberculosis"
"http://www.wikidata.org/entity/Q299662","breast cancer"
"http://www.wikidata.org/entity/Q464044","liver cirrhosis"
"http://www.wikidata.org/entity/Q3592049","malaria"
"http://www.wikidata.org/entity/Q153920","traffic collision"
"http://www.wikidata.org/entity/Q156272","traffic collision"
"http://www.wikidata.org/entity/Q102711","prostate cancer"
"http://www.wikidata.org/entity/Q1390942","drug overdose"
"http://www.wikidata.org/entity/Q2179910","prostate cancer"
"http://www.wikidata.org/entity/Q2938914","cerebral hemorrhage"
"http://www.wikidata.org/entity/Q7341977","prostate cancer"
"http://www.wikidata.org/entity/Q7820472","traffic collision"
"http://www.wikidata.org/entity/Q7411777","diabetes"
"http://www.wikidata.org/entity/Q22001644","heart disease"
"http://www.wikidata.org/entity/Q83158","myocardial infarction"
"http://www.wikidata.org/entity/Q154340","myocardial infarction"
"http://www.wikidata.org/entity/Q159409","myocardial infarction"
"http://www.wikidata.org/entity/Q164358","myocardial infarction"
"http://www.wikidata.org/entity/Q188176","myocardial infarction"
"http://www.wikidata.org/entity/Q162038","diphtheria"
"http://www.wikidata.org/entity/Q289441","myocardial infarction"
"http://www.wikidata.org/entity/Q334001","myocardial infarction"
"http://www.wikidata.org/entity/Q257113","amyotrophic lateral sclerosis"
"http://www.wikidata.org/entity/Q551899","myocardial infarction"
"http://www.wikidata.org/entity/Q700094","pulmonary embolism"
"http://www.wikidata.org/entity/Q972080","myocardial infarction"
"http://www.wikidata.org/entity/Q1209700","myocardial infarction"
"http://www.wikidata.org/entity/Q4805366","amyotrophic lateral sclerosis"
"http://www.wikidata.org/entity/Q5392935","myocardial infarction"
"http://www.wikidata.org/entity/Q134942","pneumonia"
"http://www.wikidata.org/entity/Q151679","pneumonia"
"http://www.wikidata.org/entity/Q157610","pneumonia"
"http://www.wikidata.org/entity/Q692","http://www.wikidata.org/.well-known/genid/0167572262f40f7a35d4ca3061c49aa1"
"http://www.wikidata.org/entity/Q16867","http://www.wikidata.org/.well-known/genid/3224ee5b5a9edfa89c05c4364696eb34"
"http://www.wikidata.org/entity/Q7836","pancreatic cancer"
"http://www.wikidata.org/entity/Q44032","1918-1920 flu pandemic"
"http://www.wikidata.org/entity/Q33978","cancer"
"http://www.wikidata.org/entity/Q76483","leukemia"
"http://www.wikidata.org/entity/Q982284","pneumonia"
"http://www.wikidata.org/entity/Q186748","nephritis"
"http://www.wikidata.org/entity/Q220074","nephritis"
"http://www.wikidata.org/entity/Q46139","infectious disease"
"http://www.wikidata.org/entity/Q296","lung cancer"
"http://www.wikidata.org/entity/Q527001","kidney cancer"
"http://www.wikidata.org/entity/Q1288359","death from AIDS-related complications"
"http://www.wikidata.org/entity/Q2708628","leukemia"
"http://www.wikidata.org/entity/Q3436177","ballistic trauma"
"http://www.wikidata.org/entity/Q6525174","nephritis"
"http://www.wikidata.org/entity/Q59645480","car collision"
"http://www.wikidata.org/entity/Q687","tuberculosis"
"http://www.wikidata.org/entity/Q33477","tuberculosis"
"http://www.wikidata.org/entity/Q79759","kidney failure"
"http://www.wikidata.org/entity/Q214957","yellow fever"
"http://www.wikidata.org/entity/Q151152","kidney failure"
"http://www.wikidata.org/entity/Q25973","stroke"
"http://www.wikidata.org/entity/Q62249","stroke"
"http://www.wikidata.org/entity/Q236236","kidney failure"
"http://www.wikidata.org/entity/Q44054","killed in action"
"http://www.wikidata.org/entity/Q5571","plague"
"http://www.wikidata.org/entity/Q62091768","drowning"
"http://www.wikidata.org/entity/Q6288081","yellow fever"
"http://www.wikidata.org/entity/Q7409275","kidney failure"
"http://www.wikidata.org/entity/Q30875","meningitis"
"http://www.wikidata.org/entity/Q6882","peritonitis"
"http://www.wikidata.org/entity/Q1067","malaria"
"http://www.wikidata.org/entity/Q34618","liver cirrhosis"
"http://www.wikidata.org/entity/Q108691655","heart failure"
"http://www.wikidata.org/entity/Q45055","prostate cancer"
"http://www.wikidata.org/entity/Q57386","drug overdose"
"http://www.wikidata.org/entity/Q5589","myocardial infarction"
"http://www.wikidata.org/entity/Q5682","type 2 diabetes"
"http://www.wikidata.org/entity/Q23380","pneumonia"
"http://www.wikidata.org/entity/Q39931","pneumonia"
"http://www.wikidata.org/entity/Q165648","hanging"
"http://www.wikidata.org/entity/Q168704","pulmonary emphysema"
"http://www.wikidata.org/entity/Q168587","cancer"
"http://www.wikidata.org/entity/Q325489","cancer"
"http://www.wikidata.org/entity/Q442628","heart failure"
"http://www.wikidata.org/entity/Q469063","hanging"
"http://www.wikidata.org/entity/Q428550","cancer"
"http://www.wikidata.org/entity/Q323885","cerebrovascular disease"
"http://www.wikidata.org/entity/Q498211","cerebrovascular disease"
"http://www.wikidata.org/entity/Q373689","lung cancer"
"http://www.wikidata.org/entity/Q551426","lung cancer"
"http://www.wikidata.org/entity/Q1428167","hypothermia"
"http://www.wikidata.org/entity/Q948332","execution"
"http://www.wikidata.org/entity/Q1906150","cancer"
"http://www.wikidata.org/entity/Q1012900","lung cancer"
"http://www.wikidata.org/entity/Q2731236","heart failure"
"http://www.wikidata.org/entity/Q2551765","lung cancer"
"http://www.wikidata.org/entity/Q5171468","disease"
"http://www.wikidata.org/entity/Q5677520","cancer"
"http://www.wikidata.org/entity/Q2581047","Parkinson's disease"
"http://www.wikidata.org/entity/Q577242","COVID-19"
"http://www.wikidata.org/entity/Q544508","tuberculosis"
